Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,Scored Labels,Residual,Residual (bins),Absolute error
0.14187799862919809,0,"RL","NA",0.052317184323073682,"Pave","NA","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",0.33333333333333331,0.5,0.63768115942029091,0.1666666666666643,"Gable","CompShg","Wd Sdng","Wd Sdng","None","0","TA","TA","PConc","TA","TA","No","ALQ",0.074238128986534369,"Rec",0.20759837177747623,0.16053082191780821,0.18003273322422261,"GasA","TA",True,"SBrkr",0.17576870123910052,0,0,0.14431047475508665,0.33333333333333331,0,0.33333333333333331,0,0.375,0.33333333333333331,"TA",0.33333333333333337,"Typ",0.33333333333333331,"Po","Attchd","1960","RFn",0.25,0.22002820874471085,"TA","TA","Y",0.41423570595099179,0,0,0,0,0,"NA","GdWo","NA",0,0.27272727272727271,0.5,"WD","Normal",141000,144310.67114993185,-3310.671149931848,-3727.9697384141473,3310.671149931848
0.9842357779300891,0,"RL","60",0.03599055832106382,"Pave","NA","Reg","Lvl","AllPub","FR2","Gtl","NAmes","Norm","Norm","1Fam","1Story",0.33333333333333331,0.625,0.71739130434782616,0.35000000000000142,"Gable","CompShg","HdBoard","HdBoard","None","0","TA","TA","PConc","TA","TA","No","ALQ",0.10914245216158754,"Unf",0,0.10616438356164383,0.14140752864157122,"GasA","TA",True,"SBrkr",0.1216154199173933,0,0,0.0998492840994725,0,0,0.33333333333333331,0,0.375,0.33333333333333331,"TA",0.24999999999999997,"Typ",0,"NA","Detchd","1974","Unf",0.5,0.37235543018335682,"TA","TA","Y",0,0,0,0,0,0,"NA","GdWo","NA",0,0.36363636363636365,0.25,"WD","Normal",120500,116965.52609456307,3534.4739054369275,-3727.9697384141473,3534.4739054369275
0.18985606579849212,0,"RL","140",0.083376568744303436,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","1Story",0.33333333333333331,0.5,0.57246376811594324,0.016666666666665719,"Gable","CompShg","VinylSd","VinylSd","None","0","TA","TA","CBlock","TA","TA","No","LwQ",0.021261516654854713,"Unf",0,0.3184931506849315,0.14140752864157122,"GasA","Ex",True,"SBrkr",0.1216154199173933,0,0,0.0998492840994725,0,0,0.33333333333333331,0,0.25,0.33333333333333331,"TA",0.16666666666666666,"Typ",0,"NA","Detchd","1951","Unf",0.5,0.28208744710860367,"TA","TA","Y",0,0,0,0,0,0,"NA","NA","NA",0,0.45454545454545447,1,"WD","Normal",141000,100277.0771432896,40722.9228567104,36885.381639379717,40722.9228567104
0.1877998629198081,0,"RL","76",0.032784126761550868,"Pave","NA","Reg","Lvl","AllPub","Corner","Gtl","Mitchel","Norm","Norm","1Fam","1Story",0.44444444444444448,0.75,0.79710144927536319,0.53333333333333144,"Gable","CompShg","HdBoard","ImStucc","None","0","TA","TA","CBlock","TA","TA","Gd","ALQ",0.096739900779588953,"Unf",0,0.11558219178082191,0.13355155482815059,"GasA","TA",True,"SBrkr",0.11060119320789352,0,0,0.090806330067822155,0,0,0.33333333333333331,0,0.25,0.33333333333333331,"TA",0.24999999999999997,"Typ",0,"NA","Attchd","1982","Unf",0.25,0.18617771509167841,"TA","TA","Y",0.19603267211201866,0,0,0,0,0,"NA","NA","NA",0,0.45454545454545447,0.25,"WD","Normal",124500,134441.27656233025,-9941.2765623302548,-44341.321116208019,9941.2765623302548
0.67854694996573,0.23529411764705879,"RL","82",0.0381032508354951,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NoRidge","Norm","Norm","1Fam","2Story",0.77777777777777768,0.5,0.90579710144927539,0.79999999999999716,"Gable","CompShg","VinylSd","VinylSd","BrkFace","423","Gd","TA","PConc","Gd","TA","No","GLQ",0.19029057406094968,"Unf",0,0.13784246575342465,0.22847790507364976,"GasA","Ex",True,"SBrkr",0.24621385956860944,0.47699757869249393,0,0.38771665410700829,0.33333333333333331,0,0.66666666666666663,0.5,0.375,0.33333333333333331,"Gd",0.41666666666666663,"Typ",0.33333333333333331,"TA","Attchd","1997","Fin",0.75,0.61354019746121291,"TA","TA","Y",0,0.12797074954296161,0,0,0,0,"NA","NA","NA",0,0.45454545454545447,0,"WD","Normal",348000,318183.55604342319,29816.443956576812,-3727.9697384141473,29816.443956576812
0.66620973269362582,0.588235294117647,"RL","55",0.030811657201617236,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","1Story",0.55555555555555558,0.5,0.77536231884058,0.48333333333333428,"Gable","CompShg","Plywood","Plywood","None","0","TA","TA","CBlock","Gd","TA","No","Unf",0,"Unf",0,0.39297945205479451,0.15024549918166941,"GasA","TA",True,"SBrkr",0.13400642496558055,0,0,0.11002260738507913,0,0,0.66666666666666663,0,0.25,0.33333333333333331,"TA",0.24999999999999997,"Typ",0.33333333333333331,"TA","Attchd","1979","Unf",0.25,0.18617771509167841,"TA","TA","Y",0.032672112018669777,0,0,0,0,0,"NA","NA","NA",0,0.27272727272727271,1,"WD","Normal",99500,137298.71737640331,-37798.717376403307,-44341.321116208019,37798.717376403307
0.8307059629883482,0.058823529411764691,"RL","50",0.037579751805370536,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",0.33333333333333331,0.625,0.5,0,"Hip","CompShg","MetalSd","MetalSd","None","0","TA","TA","CBlock","TA","TA","No","Rec",0.060949681077250177,"Unf",0,0.1404109589041096,0.10998363338788872,"GasA","TA",True,"SBrkr",0.077558513079394209,0,0,0.063677467972871132,0.33333333333333331,0,0.33333333333333331,0,0.25,0.33333333333333331,"TA",0.16666666666666666,"Typ",0,"NA","Attchd","1941","Unf",0.25,0.16502115655853314,"TA","TA","N",0,0.20658135283363802,0,0,0,0,"NA","NA","NA",0,0.63636363636363635,0.75,"WD","Normal",113000,98493.748273166522,14506.251726833478,-3727.9697384141473,14506.251726833478
0.19191226867717615,0.23529411764705879,"RL","82",0.046680221552268107,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","2Story",0.66666666666666652,0.625,0.84782608695652151,0.64999999999999858,"Gable","CompShg","Plywood","Plywood","BrkFace","340","Gd","TA","CBlock","Gd","TA","Av","GLQ",0.074592487597448617,"Unf",0,0.16523972602739725,0.1320785597381342,"GasA","Gd",True,"SBrkr",0.19297843047269389,0.39079903147699757,0,0.31047475508666167,0,0,0.66666666666666663,0.5,0.375,0.33333333333333331,"Gd",0.41666666666666663,"Typ",0.33333333333333331,"TA","Attchd","1989","Fin",0.5,0.40550070521861775,"TA","TA","Y",0,0.15356489945155394,0,0.38582677165354329,0,0,"NA","NA","NA",0,0,0.25,"WD","Normal",228500,223042.45169882031,5457.54830117969,-3727.9697384141473,5457.54830117969
0.43043180260452368,0.23529411764705879,"RL","70",0.048171258968426466,"Pave","NA","IR1","HLS","AllPub","Inside","Sev","NAmes","Norm","Norm","1Fam","2Story",0.44444444444444448,0.5,0.70289855072463858,0.31666666666666288,"Gable","CompShg","Plywood","Plywood","BrkFace","192","TA","TA","PConc","Gd","TA","Av","Rec",0.1151665485471297,"Unf",0,0.16695205479452055,0.17021276595744683,"GasA","TA",True,"SBrkr",0.16200091785222578,0.50363196125907994,0,0.32893745290128107,0,0.5,0.33333333333333331,1,0.625,0.33333333333333331,"Fa",0.58333333333333337,"Typ",0.66666666666666663,"TA","Attchd","1969","Unf",0.5,0.35543018335684062,"TA","TA","Y",0.39089848308051339,0,0,0,0,0,"NA","NA","NA",0,0.72727272727272729,0.25,"WD","Family",135000,179543.99373100934,-44543.993731009337,-84954.67249400189,44543.993731009337
0.890335846470185,0,"RL","75",0.028979410596181261,"Pave","NA","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",0.44444444444444448,0.75,0.63043478260869534,0.73333333333333428,"Hip","CompShg","BrkFace","BrkFace","None","0","TA","TA","CBlock","TA","TA","No","LwQ",0.060240963855421686,"Rec",0.61465400271370418,0,0.20392798690671032,"GasA","Ex",True,"SBrkr",0.20927030748049566,0,0,0.17181612660135645,0.33333333333333331,0,0.33333333333333331,0.5,0.375,0.33333333333333331,"Gd",0.33333333333333337,"Typ",0,"NA","Attchd","1959","RFn",0.25,0.21509167842031029,"TA","TA","Y",0.25437572928821467,0,0,0,0,0,"NA","GdPrv","NA",0,0.36363636363636365,1,"WD","Normal",154000,156139.14682462779,-2139.1468246277946,-3727.9697384141473,2139.1468246277946
