,Row_ID,Calendar_Year,Model_Year,NVVar1,NVVar2,NVVar3,NVVar4,HasLoss,NVVar1_ZScore,NVVar2_ZScore,NVVar3_ZScore,NVVar4_ZScore
0,2888916,2006,1998,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0,-0.2509734547860986,-0.30448704592166864,-0.3117792321751613,-0.2783283950670718
1,5872967,2005,2004,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0,-0.2509734547860986,-0.30448704592166864,-0.3117792321751613,-0.2783283950670718
2,3914547,2006,2006,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0,-0.2509734547860986,-0.30448704592166864,-0.3117792321751613,-0.2783283950670718
3,6453577,2005,2003,-0.2315299,-0.2661168,4.2094035000000005,-0.2514189,0,-0.2509734547860986,-0.30448704592166864,3.6583959398685004,-0.2783283950670718
4,9329943,2007,2001,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0,-0.2509734547860986,-0.30448704592166864,-0.3117792321751613,-0.2783283950670718
5,4783416,2007,2007,3.1977898999999996,-0.2661168,-0.27233720000000006,3.068692,0,2.870326383815566,-0.30448704592166864,-0.3117792321751613,2.7305721119525725
6,124027,2007,2000,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0,-0.2509734547860986,-0.30448704592166864,-0.3117792321751613,-0.2783283950670718
7,6245645,2007,2007,-0.2315299,-0.2661168,2.7154898999999997,-0.2514189,0,-0.2509734547860986,-0.30448704592166864,2.335004186325425,-0.2783283950670718
8,3945544,2006,2004,-0.2315299,-0.2661168,2.7154898999999997,-0.2514189,0,-0.2509734547860986,-0.30448704592166864,2.335004186325425,-0.2783283950670718
9,11030803,2006,1996,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0,-0.2509734547860986,-0.30448704592166864,-0.3117792321751613,-0.2783283950670718
10,9719415,2006,2004,-0.2315299,-0.2661168,-0.27233720000000006,-0.2514189,0,-0.2509734547860986,-0.30448704592166864,-0.3117792321751613,-0.2783283950670718
11,12497044,2005,2001,-0.2315299,-0.2661168,-0.27233720000000006,3.068692,0,-0.2509734547860986,-0.30448704592166864,-0.3117792321751613,2.7305721119525725
